pitch,diatonicNumber,duration,IPA,vowelCategory
D5,37,0.25,'ɾa:ʊ,0
C5,36,0.25,'ɾa:ʊ,0
B4,35,0.25,ʃən,1
A4,34,0.25,ʃən,1
G4,33,1.0,'za:In,0
B4,35,0.25,ɛs,0
C5,36,0.25,ɛs,0
D5,37,0.5,'zIŋ,2
D5,37,0.5,ən,1
D5,37,0.5,'vol,2
E5,38,0.125,di,2
D5,37,0.125,di,2
C#5,36,0.25,di,2
D5,37,0.75,'nIk,2
B4,35,0.25,'nIk,2
G4,33,0.5,sən,1
B4,35,0.25,tif,2
G4,33,0.25,tif,2
D4,30,0.5,'ʊn,2
D4,30,0.5,tən,1
D4,30,0.25,‘i,2
F#4,32,0.25,‘i,2
A4,34,0.25,rən,1
F#4,32,0.25,rən,1
G4,33,1.0,'ra:In,0
B4,35,0.25,ɛs,0
C5,36,0.25,ɛs,0
D5,37,0.5,'zIŋ,2
D5,37,0.5,ən,1
D5,37,0.5,'vol,2
E5,38,0.125,di,2
D5,37,0.125,di,2
C#5,36,0.25,di,2
D5,37,0.75,'nIk,2
B4,35,0.25,'nIk,2
G4,33,0.5,sən,1
B4,35,0.25,tif,2
G4,33,0.25,tif,2
D4,30,0.5,'ʊn,2
D4,30,0.5,tən,1
D4,30,0.25,‘i,2
F#4,32,0.25,‘i,2
A4,34,0.25,rən,1
F#4,32,0.25,rən,1
G4,33,1.0,'ra:In,0
B4,35,0.5,las,0
C5,36,0.5,'zI,2
B4,35,0.25,ŋən,1
B4,35,0.25,gə,1
A#4,34,0.5,'zɛl,0
B4,35,0.5,las,0
G4,33,1.0,'ra:ʊ,0
E4,31,0.5,ʃən,1
F#4,32,0.25,ʊnt,2
G4,33,0.25,ʊnt,2
B4,35,0.5,'van,0
A4,34,0.5,drə,1
G#4,33,0.5,'frø,2
A4,34,0.5,lIç,2
F#4,32,1.0,'naχ,0
D4,30,0.5,ɛs,0
G4,33,0.5,'gen,2
G4,33,0.5,ja,0
G4,33,0.25,my,2
B4,35,0.25,my,2
D5,37,0.25,lən,1
B4,35,0.25,lən,1
B4,35,1.0,'ɾe,2
A4,34,0.5,dəʁ,1
E5,38,0.25,In,2
C5,36,0.25,In,2
B4,35,0.75,'je,2
B4,35,0.25,dəm,1
D5,37,0.25,'kla,0
C5,36,0.25,'kla,0
B4,35,0.25,ɾən,1
A4,34,0.25,ɾən,1
A4,34,0.5,'baχ,0
B4,35,0.5,'baχ,0
D4,30,0.5,ɛs,0
G4,33,0.5,'gen,2
G4,33,0.5,ja,0
G4,33,0.25,my,2
D5,37,0.25,my,2
C5,36,0.25,lən,1
B4,35,0.25,lən,1
B4,35,1.0,'ɾe,2
A4,34,0.25,dəʁ,1
G5,40,0.25,dəʁ,1
F#5,39,0.25,In,2
E5,38,0.25,In,2
D5,37,0.75,'je,2
B4,35,0.25,dəm,1
D5,37,0.25,'kla,0
C5,36,0.25,'kla,0
B4,35,0.25,ɾən,1
A4,34,0.25,ɾən,1
G4,33,1.0,'baχ,0
B4,35,0.25,las,0
G4,33,0.25,las,0
D4,30,0.5,'zI,2
D4,30,0.25,ŋən,1
D4,30,0.25,gə,1
D4,30,0.25,'zɛl,0
F#4,32,0.25,'zɛl,0
A4,34,0.25,las,0
F#4,32,0.25,las,0
G4,33,1.0,'ra:ʊ,0
D4,30,0.5,ʃən,1
B4,35,0.25,ʊnt,2
G4,33,0.25,ʊnt,2
D4,30,0.5,'van,0
D4,30,0.5,drə,1
D4,30,0.25,'frø,2
F#4,32,0.25,'frø,2
A4,34,0.25,lIç,2
F#4,32,0.25,lIç,2
G4,33,1.0,'naχ,0
D4,30,0.25,'frø,2
F#4,32,0.25,'frø,2
A4,34,0.25,lIç,2
F#4,32,0.25,lIç,2
G4,33,1.0,'naχ,0
D5,37,0.5,'frø,2
D5,37,0.5,lIç,2
D5,37,2.0,'naχ,0
D5,37,1.0,'naχ,0
