pitch,diatonicNumber,beat,duration,IPA,vowelCategory
C5,36,2.6666666666666665,0.5,ɛs,0
D5,37,1.0,1.5,'al,0
D5,37,2.0,0.5,'al,0
C5,36,2.3333333333333335,0.5,zo,2
B4,35,2.6666666666666665,0.5,gə,1
C5,36,1.0,1.5,'ma:Int,0
C5,36,2.3333333333333335,0.5,vaɾ,0
C5,36,2.6666666666666665,0.5,ɛs,0
D5,37,1.0,1.5,'al,0
D5,37,2.0,0.5,'al,0
C5,36,2.3333333333333335,0.5,zo,2
B4,35,2.6666666666666665,0.5,gə,1
C5,36,1.0,1.5,'ma:Int,0
